time,temperature_2m_max,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_max,sunshine_duration,city,month,is_flowering_colza,is_flowering_tournesol,is_flowering_lavande,is_flowering_pommiers,activity_score_colza,activity_score_tournesol,activity_score_lavande,activity_score_pommiers
2017-07-13,22.9,5.9,12.6,96,39160.97,Orleans,7,0,1,1,0,0,1,1,0
2017-07-14,22.7,0.0,21.6,88,44371.57,Orleans,7,0,1,1,0,0,2,2,0
2017-07-15,24.4,0.0,12.7,90,50605.95,Orleans,7,0,1,1,0,0,2,2,0
2017-07-16,27.7,0.0,14.0,79,50053.64,Orleans,7,0,1,1,0,0,2,2,0
2017-07-17,29.0,0.1,14.3,87,50440.38,Orleans,7,0,1,1,0,0,1,1,0
2017-07-18,33.4,0.4,21.3,77,40561.62,Orleans,7,0,1,1,0,0,1,1,0
2017-07-19,28.8,10.9,20.9,93,32428.46,Orleans,7,0,1,1,0,0,1,1,0
2017-07-20,22.4,0.7,27.2,87,35216.74,Orleans,7,0,1,1,0,0,1,1,0
2017-07-21,24.3,0.0,17.1,83,50400.0,Orleans,7,0,1,1,0,0,2,2,0
2017-07-22,21.1,2.8,22.4,78,24445.55,Orleans,7,0,1,1,0,0,1,1,0
2017-07-23,21.1,3.8,23.5,91,24180.45,Orleans,7,0,1,1,0,0,1,1,0
2017-07-24,19.2,6.7,23.4,95,22995.63,Orleans,7,0,1,1,0,0,1,1,0
2017-07-25,21.8,1.5,20.1,91,47304.64,Orleans,7,0,1,1,0,0,1,1,0
2017-07-26,21.6,1.0,23.4,95,18061.09,Orleans,7,0,1,1,0,0,1,1,0
2017-07-27,20.8,2.3,20.8,91,15882.17,Orleans,7,0,1,1,0,0,1,1,0
2017-07-28,21.9,0.0,19.7,80,29683.04,Orleans,7,0,1,1,0,0,2,2,0
2017-07-29,27.6,0.3,23.7,85,47970.0,Orleans,7,0,1,1,0,0,1,1,0
2017-07-30,24.2,0.0,23.1,85,24998.13,Orleans,7,0,1,1,0,0,2,2,0
2017-07-31,23.7,3.5,14.0,87,34200.18,Orleans,7,0,1,1,0,0,1,1,0
2017-08-01,25.1,0.7,10.8,96,30013.63,Orleans,8,0,1,0,0,0,1,0,0
2017-08-02,28.7,0.0,18.1,80,44922.14,Orleans,8,0,1,0,0,0,2,0,0
2017-08-03,26.6,0.4,26.6,81,36079.27,Orleans,8,0,1,0,0,0,1,0,0
2017-08-04,25.2,0.0,20.4,76,26559.79,Orleans,8,0,1,0,0,0,2,0,0
2017-08-05,23.0,0.4,18.6,89,35186.8,Orleans,8,0,1,0,0,0,1,0,0
2017-08-06,22.6,0.0,13.1,89,49183.84,Orleans,8,0,1,0,0,0,2,0,0
2017-08-07,26.0,0.5,12.0,84,43908.58,Orleans,8,0,1,0,0,0,1,0,0
2017-08-08,20.0,4.6,21.0,88,35074.24,Orleans,8,0,1,0,0,0,1,0,0
2017-08-09,16.9,7.7,14.3,83,35816.09,Orleans,8,0,1,0,0,0,1,0,0
2017-08-10,17.8,2.2,11.2,98,47489.36,Orleans,8,0,1,0,0,0,1,0,0
2017-08-11,19.8,0.5,19.7,98,35491.92,Orleans,8,0,1,0,0,0,1,0,0
2017-08-12,18.6,0.1,20.9,85,3185.77,Orleans,8,0,1,0,0,0,1,0,0
2017-08-13,20.6,1.0,10.9,90,42044.84,Orleans,8,0,1,0,0,0,1,0,0
2017-08-14,27.4,0.0,14.4,95,41001.75,Orleans,8,0,1,0,0,0,2,0,0
2017-08-15,24.7,2.5,20.7,95,17570.63,Orleans,8,0,1,0,0,0,1,0,0
2017-08-16,24.2,1.0,12.3,95,29479.68,Orleans,8,0,1,0,0,0,1,0,0
2017-08-17,23.7,0.7,21.5,87,10190.43,Orleans,8,0,1,0,0,0,1,0,0
2017-08-18,20.9,12.9,18.6,95,15660.29,Orleans,8,0,1,0,0,0,1,0,0
2017-08-19,19.9,0.3,17.3,89,45885.21,Orleans,8,0,1,0,0,0,1,0,0
2017-08-20,21.0,0.0,8.9,94,46149.29,Orleans,8,0,1,0,0,0,2,0,0
2017-08-21,25.5,0.0,11.5,85,27898.35,Orleans,8,0,1,0,0,0,2,0,0
2017-08-22,28.5,0.0,14.2,89,45374.2,Orleans,8,0,1,0,0,0,2,0,0
